child_id,parent_id,relation,source,assertion_mode,reviewed_by,reviewed_at,notes
AMH:0000032,ENVO:00010483,is_a,amosharmonizer,reviewed,seanthimons,2026-08-10,The former ENVO food product term is obsolete and points outside ENVO.
AMH:0000033,ENVO:00002005,is_a,amosharmonizer,reviewed,seanthimons,2026-08-10,The prior ENVO identifier now denotes an exterior wall.
AMH:0000034,AMH:0000028,is_a,amosharmonizer,reviewed,seanthimons,2026-08-20,Biological fluid specialization for the clinical matrix cluster.
AMH:0000035,AMH:0000031,is_a,amosharmonizer,reviewed,seanthimons,2026-08-20,Organ-tissue specialization under tissue.
AMH:0000036,AMH:0000031,is_a,amosharmonizer,reviewed,seanthimons,2026-08-20,Organ-tissue specialization under tissue.
AMH:0000037,AMH:0000031,is_a,amosharmonizer,reviewed,seanthimons,2026-08-20,Organ-tissue specialization under tissue.
AMH:0000038,AMH:0000006,is_a,amosharmonizer,reviewed,seanthimons,2026-08-20,Non-aqueous liquid grouping for diesel/jet fuel/biodiesel.
AMH:0000039,AMH:0000031,is_a,amosharmonizer,reviewed,seanthimons,2026-08-20,Organ-tissue specialization under tissue.
AMH:0000040,AMH:0000031,is_a,amosharmonizer,reviewed,seanthimons,2026-08-20,Organ-tissue specialization under tissue.
AMH:0000041,AMH:0000050,is_a,amosharmonizer,reviewed,seanthimons,2026-09-03,Reviewed fecal material under body-derived material.
AMH:0000041,ENVO:00010483,is_a,amosharmonizer,reviewed,seanthimons,2026-08-20,Excreta solid matrix.
AMH:0000042,ENVO:00010483,is_a,amosharmonizer,reviewed,seanthimons,2026-08-20,Grouping for plastics/polymers/rubber matrices.
AMH:0000043,ENVO:00010483,is_a,amosharmonizer,reviewed,seanthimons,2026-08-20,High-volume plant-drug matrix; no suitable FoodOn food term.
AMH:0000044,ENVO:00010483,is_a,amosharmonizer,reviewed,seanthimons,2026-08-20,Analyzed material matrix (dyes/flame retardants in the product); not a collection medium.
AMH:0000050,AMH:0000049,is_a,amosharmonizer,reviewed,seanthimons,2026-09-03,Query root for biota tissue bodily fluid and fecal matrices.
ENVO:00000003,ENVO:0010001,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00000134,ENVO:00010483,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00000194,ENVO:01000814,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00000338,ENVO:02000019,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00000546,ENVO:00002007,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00001995,ENVO:01000814,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00001998,ENVO:00010483,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00001998,ENVO:01000813,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002001,ENVO:00002186,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002001,ENVO:00002264,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002003,ENVO:02000022,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002005,ENVO:01000797,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002006,ENVO:01000815,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002007,ENVO:01000060,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002008,ENVO:01000060,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002008,ENVO:01000814,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002010,ENVO:00002006,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002011,ENVO:00002006,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002012,ENVO:00002010,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002013,ENVO:00001995,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002014,ENVO:00002013,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002015,ENVO:00001995,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002016,ENVO:00001995,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002017,ENVO:00001995,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002018,ENVO:00002001,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002019,ENVO:00002010,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002040,ENVO:01000155,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002040,ENVO:01000814,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002042,ENVO:00002006,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002044,ENVO:0010001,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002045,ENVO:00002007,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002046,ENVO:00002044,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002047,ENVO:02000022,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002053,ENVO:00002016,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002054,ENVO:00002053,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002055,ENVO:01000271,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002056,ENVO:01000271,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002057,ENVO:00002044,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002058,ENVO:00002044,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002059,ENVO:00002044,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002060,ENVO:00002176,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002113,ENVO:03000033,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002114,ENVO:00002007,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002115,ENVO:00002202,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002116,ENVO:00003082,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002117,ENVO:00002116,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002118,ENVO:01000017,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002122,ENVO:01000001,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002127,ENVO:00002007,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002129,ENVO:00002044,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002133,ENVO:01000001,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002134,ENVO:00002045,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002134,ENVO:00002127,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002135,ENVO:00002040,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002136,ENVO:00002135,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002138,ENVO:01000017,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002138,ENVO:01000813,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002141,ENVO:00002006,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002142,ENVO:00002141,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002145,ENVO:00003081,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002146,ENVO:00002116,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002147,ENVO:00000546,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002148,ENVO:00002138,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002149,ENVO:00002010,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002150,ENVO:00002149,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002154,ENVO:00002114,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002155,ENVO:00002154,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002158,ENVO:00002011,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002158,ENVO:01000813,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002159,ENVO:00002006,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002160,ENVO:01000001,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002160,ENVO:01000813,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002164,ENVO:01000814,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002170,ENVO:03501300,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002171,ENVO:00002170,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002176,ENVO:00002044,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002177,ENVO:00002176,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002179,ENVO:00002007,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002180,ENVO:00002202,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002182,ENVO:00002202,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002186,ENVO:00002006,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002191,ENVO:00010483,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002192,ENVO:00002191,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002193,ENVO:00002001,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002194,ENVO:00002006,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002200,ENVO:01001557,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002201,ENVO:00002202,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002202,ENVO:00002114,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002203,ENVO:00002114,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002206,ENVO:00002267,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002206,ENVO:01000813,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002207,ENVO:00002206,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002209,ENVO:00000546,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002212,ENVO:00002044,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002223,ENVO:00002006,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002224,ENVO:00002006,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002225,ENVO:00002006,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002228,ENVO:00002011,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002228,ENVO:01000813,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002229,ENVO:00001998,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002230,ENVO:00001998,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002230,ENVO:0010001,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002231,ENVO:00001998,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002232,ENVO:00001998,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002233,ENVO:00001998,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002234,ENVO:01001397,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002235,ENVO:00001998,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002236,ENVO:01001526,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002237,ENVO:00001998,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002238,ENVO:00001998,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002239,ENVO:00001998,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002240,ENVO:00001998,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002241,ENVO:00001998,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002242,ENVO:00001998,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002243,ENVO:00001998,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002244,ENVO:00001998,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002245,ENVO:00001998,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002246,ENVO:00001998,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002247,ENVO:00001998,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002248,ENVO:00001998,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002249,ENVO:00001998,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002250,ENVO:00001998,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002251,ENVO:00001998,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002252,ENVO:00001998,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002253,ENVO:00001998,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002254,ENVO:00001998,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002255,ENVO:00001998,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
ENVO:00002256,ENVO:00001998,is_a,ENVO,upstream,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__,__ENVHARMONIZER_MISSING__
